0.0000100000 -0.0000003355 0.9972174081 -0.0745482459
0.0000100115 -0.0000003359 0.9972174084 -0.0745482426
0.0000100231 -0.0000003363 0.9972174075 -0.0745482543
0.0000100346 -0.0000003367 0.9972174089 -0.0745482349
0.0000100462 -0.0000003371 0.9972174089 -0.0745482351
0.0000100577 -0.0000003375 0.9972174070 -0.0745482603
0.0000100693 -0.0000003379 0.9972174089 -0.0745482354
0.0000100809 -0.0000003382 0.9972174083 -0.0745482431
0.0000100925 -0.0000003386 0.9972174076 -0.0745482522
0.0000101042 -0.0000003390 0.9972174080 -0.0745482468
0.0000101158 -0.0000003394 0.9972174077 -0.0745482520
0.0000101274 -0.0000003398 0.9972174082 -0.0745482441
0.0000101391 -0.0000003402 0.9972174092 -0.0745482312
0.0000101508 -0.0000003406 0.9972174083 -0.0745482438
0.0000101625 -0.0000003410 0.9972174090 -0.0745482346
0.0000101742 -0.0000003414 0.9972174084 -0.0745482423
0.0000101859 -0.0000003418 0.9972174077 -0.0745482517
0.0000101976 -0.0000003422 0.9972174079 -0.0745482492
0.0000102094 -0.0000003426 0.9972174078 -0.0745482504
0.0000102212 -0.0000003429 0.9972174086 -0.0745482399
0.0000102329 -0.0000003433 0.9972174080 -0.0745482467
0.0000102447 -0.0000003437 0.9972174088 -0.0745482362
0.0000102565 -0.0000003441 0.9972174085 -0.0745482411
0.0000102683 -0.0000003445 0.9972174088 -0.0745482372
0.0000102802 -0.0000003449 0.9972174083 -0.0745482435
0.0000102920 -0.0000003453 0.9972174085 -0.0745482402
0.0000103039 -0.0000003457 0.9972174084 -0.0745482421
0.0000103157 -0.0000003461 0.9972174084 -0.0745482422
0.0000103276 -0.0000003465 0.9972174085 -0.0745482413
0.0000103395 -0.0000003469 0.9972174080 -0.0745482473
0.0000103514 -0.0000003473 0.9972174083 -0.0745482434
0.0000103633 -0.0000003477 0.9972174081 -0.0745482455
0.0000103753 -0.0000003481 0.9972174080 -0.0745482480
0.0000103872 -0.0000003485 0.9972174080 -0.0745482469
0.0000103992 -0.0000003489 0.9972174086 -0.0745482393
0.0000104112 -0.0000003493 0.9972174083 -0.0745482432
0.0000104232 -0.0000003497 0.9972174083 -0.0745482431
0.0000104352 -0.0000003501 0.9972174081 -0.0745482461
0.0000104472 -0.0000003505 0.9972174081 -0.0745482462
0.0000104592 -0.0000003509 0.9972174077 -0.0745482508
0.0000104713 -0.0000003513 0.9972174085 -0.0745482404
0.0000104833 -0.0000003517 0.9972174093 -0.0745482306
0.0000104954 -0.0000003521 0.9972174086 -0.0745482400
0.0000105075 -0.0000003526 0.9972174084 -0.0745482419
0.0000105196 -0.0000003530 0.9972174087 -0.0745482376
0.0000105317 -0.0000003534 0.9972174090 -0.0745482337
0.0000105439 -0.0000003538 0.9972174078 -0.0745482499
0.0000105560 -0.0000003542 0.9972174086 -0.0745482390
0.0000105682 -0.0000003546 0.9972174093 -0.0745482305
0.0000105803 -0.0000003550 0.9972174085 -0.0745482400
0.0000105925 -0.0000003554 0.9972174081 -0.0745482463
0.0000106047 -0.0000003558 0.9972174082 -0.0745482444
0.0000106170 -0.0000003562 0.9972174089 -0.0745482351
0.0000106292 -0.0000003566 0.9972174085 -0.0745482401
0.0000106414 -0.0000003570 0.9972174083 -0.0745482437
0.0000106537 -0.0000003575 0.9972174086 -0.0745482395
0.0000106660 -0.0000003579 0.9972174085 -0.0745482406
0.0000106782 -0.0000003583 0.9972174082 -0.0745482442
0.0000106905 -0.0000003587 0.9972174084 -0.0745482426
0.0000107029 -0.0000003591 0.9972174087 -0.0745482382
0.0000107152 -0.0000003595 0.9972174084 -0.0745482423
0.0000107275 -0.0000003599 0.9972174081 -0.0745482458
0.0000107399 -0.0000003604 0.9972174082 -0.0745482442
0.0000107523 -0.0000003608 0.9972174087 -0.0745482380
0.0000107647 -0.0000003612 0.9972174086 -0.0745482395
0.0000107771 -0.0000003616 0.9972174085 -0.0745482409
0.0000107895 -0.0000003620 0.9972174083 -0.0745482436
0.0000108019 -0.0000003624 0.9972174088 -0.0745482360
0.0000108143 -0.0000003629 0.9972174086 -0.0745482390
0.0000108268 -0.0000003633 0.9972174082 -0.0745482451
0.0000108393 -0.0000003637 0.9972174085 -0.0745482406
0.0000108518 -0.0000003641 0.9972174083 -0.0745482436
0.0000108643 -0.0000003645 0.9972174085 -0.0745482400
0.0000108768 -0.0000003649 0.9972174088 -0.0745482361
0.0000108893 -0.0000003654 0.9972174092 -0.0745482311
0.0000109018 -0.0000003658 0.9972174088 -0.0745482363
0.0000109144 -0.0000003662 0.9972174089 -0.0745482350
0.0000109270 -0.0000003666 0.9972174085 -0.0745482401
0.0000109396 -0.0000003671 0.9972174084 -0.0745482415
0.0000109522 -0.0000003675 0.9972174084 -0.0745482424
0.0000109648 -0.0000003679 0.9972174081 -0.0745482455
0.0000109774 -0.0000003683 0.9972174083 -0.0745482435
0.0000109901 -0.0000003687 0.9972174083 -0.0745482436
0.0000110027 -0.0000003692 0.9972174088 -0.0745482366
0.0000110154 -0.0000003696 0.9972174079 -0.0745482492
0.0000110281 -0.0000003700 0.9972174085 -0.0745482411
