0.0000100000 3149415733.6348919868
0.0000100115 3145791921.2159061432
0.0000100231 3142172278.4644331932
0.0000100346 3138556800.5827436447
0.0000100462 3134945482.7786059380
0.0000100577 3131338320.2653040886
0.0000100693 3127735308.2616481781
0.0000100809 3124136441.9919300079
0.0000100925 3120541716.6859421730
0.0000101042 3116951127.5789656639
0.0000101158 3113364669.9117722511
0.0000101274 3109782338.9306039810
0.0000101391 3106204129.8871579170
0.0000101508 3102630038.0386257172
0.0000101625 3099060058.6476316452
0.0000101742 3095494186.9822521210
0.0000101859 3091932418.3160290718
0.0000101976 3088374747.9279174805
0.0000102094 3084821171.1023144722
0.0000102212 3081271683.1290516853
0.0000102329 3077726279.3033714294
0.0000102447 3074184954.9259185791
0.0000102565 3070647705.3027749062
0.0000102683 3067114525.7453970909
0.0000102802 3063585411.5706453323
0.0000102920 3060060358.1007614136
0.0000103039 3056539360.6633906364
0.0000103157 3053022414.5915322304
0.0000103276 3049509515.2235565186
0.0000103395 3046000657.9032196999
0.0000103514 3042495837.9796104431
0.0000103633 3038995050.8071746826
0.0000103753 3035498291.7457189560
0.0000103872 3032005556.1603717804
0.0000103992 3028516839.4215946198
0.0000104112 3025032136.9051947594
0.0000104232 3021551443.9922804832
0.0000104352 3018074756.0692758560
0.0000104472 3014602068.5279288292
0.0000104592 3011133376.7652778625
0.0000104713 3007668676.1836562157
0.0000104833 3004207962.1906881332
0.0000104954 3000751230.1992955208
0.0000105075 2997298475.6276602745
0.0000105196 2993849693.8992400169
0.0000105317 2990404880.4427714348
0.0000105439 2986964030.6922402382
0.0000105560 2983527140.0868744850
0.0000105682 2980094204.0711803436
0.0000105803 2976665218.0948786736
0.0000105925 2973240177.6129317284
0.0000106047 2969819078.0855450630
0.0000106170 2966401914.9781327248
0.0000106292 2962988683.7613272667
0.0000106414 2959579379.9109854698
0.0000106537 2956173998.9081578255
0.0000106660 2952772536.2390990257
0.0000106782 2949374987.3952479362
0.0000106905 2945981347.8732528687
0.0000107029 2942591613.1749262810
0.0000107152 2939205778.8072514534
0.0000107275 2935823840.2824048996
0.0000107399 2932445793.1177053452
0.0000107523 2929071632.8356304169
0.0000107647 2925701354.9638319016
0.0000107771 2922334955.0350809097
0.0000107895 2918972428.5872979164
0.0000108019 2915613771.1635475159
0.0000108143 2912258978.3120117188
0.0000108268 2908908045.5859889984
0.0000108393 2905560968.5439147949
0.0000108518 2902217742.7493185997
0.0000108643 2898878363.7708401680
0.0000108768 2895542827.1822090149
0.0000108893 2892211128.5622687340
0.0000109018 2888883263.4949312210
0.0000109144 2885559227.5691909790
0.0000109270 2882239016.3791313171
0.0000109396 2878922625.5238938332
0.0000109522 2875610050.6076793671
0.0000109648 2872301287.2397637367
0.0000109774 2868996331.0344605446
0.0000109901 2865695177.6111297607
0.0000110027 2862397822.5941848755
0.0000110154 2859104261.6130614281
0.0000110281 2855814490.3022212982
0.0000110408 2852528504.3011674881
0.0000110535 2849246299.2544026375
0.0000110662 2845967870.8114476204
0.0000110790 2842693214.6268243790
0.0000110917 2839422326.3600673676
0.0000111045 2836155201.6756925583
0.0000111173 2832891836.2432041168
0.0000111301 2829632225.7371039391
0.0000111429 2826376365.8368568420
0.0000111558 2823124252.2268953323
0.0000111686 2819875880.5966372490
0.0000111815 2816631246.6404433250
0.0000111944 2813390346.0576267242
0.0000112073 2810153174.5524678230
0.0000112202 2806919727.8341722488
0.0000112331 2803690001.6168828011
0.0000112460 2800463991.6196885109
0.0000112590 2797241693.5665922165
0.0000112720 2794023103.1865167618
0.0000112850 2790808216.2132978439
0.0000112980 2787597028.3856954575
0.0000113110 2784389535.4473557472
0.0000113240 2781185733.1468219757
0.0000113370 2777985617.2375464439
0.0000113501 2774789183.4778523445
0.0000113632 2771596427.6309404373
0.0000113763 2768407345.4649052620
0.0000113894 2765221932.7526950836
0.0000114025 2762040185.2721185684
0.0000114156 2758862098.8058619499
0.0000114288 2755687669.1414461136
0.0000114419 2752516892.0712385178
0.0000114551 2749349763.3924689293
0.0000114683 2746186278.9071793556
0.0000114815 2743026434.4222540855
0.0000114948 2739870225.7493910789
0.0000115080 2736717648.7051277161
0.0000115213 2733568699.1107983589
0.0000115345 2730423372.7925438881
0.0000115478 2727281665.5813255310
0.0000115611 2724143573.3128819466
0.0000115744 2721009091.8277487755
0.0000115878 2717878216.9712610245
0.0000116011 2714750944.5935153961
0.0000116145 2711627270.5493884087
0.0000116279 2708507190.6985397339
0.0000116413 2705390700.9053759575
0.0000116547 2702277797.0390710831
0.0000116681 2699168474.9735412598
0.0000116815 2696062730.5874714851
0.0000116950 2692960559.7642722130
0.0000117085 2689861958.3920850754
0.0000117220 2686766922.3638076782
0.0000117355 2683675447.5770411491
0.0000117490 2680587529.9341077805
0.0000117625 2677503165.3420615196
0.0000117761 2674422349.7126512527
0.0000117896 2671345078.9623284340
0.0000118032 2668271349.0122570992
0.0000118168 2665201155.7882828712
0.0000118304 2662134495.2209377289
0.0000118440 2659071363.2454485893
0.0000118577 2656011755.8017096519
0.0000118713 2652955668.8342857361
0.0000118850 2649903098.2924056053
0.0000118987 2646854040.1299786568
0.0000119124 2643808490.3055467606
0.0000119261 2640766444.7823057175
0.0000119399 2637727899.5281128883
0.0000119536 2634692850.5154495239
0.0000119674 2631661293.7214260101
0.0000119812 2628633225.1278033257
0.0000119950 2625608640.7209491730
0.0000120088 2622587536.4918451309
0.0000120226 2619569908.4361081123
0.0000120365 2616555752.5539417267
0.0000120504 2613545064.8501520157
0.0000120642 2610537841.3341608047
0.0000120781 2607534078.0199642181
0.0000120921 2604533770.9261498451
0.0000121060 2601536916.0758795738
0.0000121199 2598543509.4969115257
0.0000121339 2595553547.2215547562
0.0000121479 2592567025.2866849899
0.0000121619 2589583939.7337532043
0.0000121759 2586604286.6087493896
0.0000121899 2583628061.9622135162
0.0000122039 2580655261.8492465019
0.0000122180 2577685882.3294725418
0.0000122321 2574719919.4670457840
0.0000122462 2571757369.3306727409
0.0000122603 2568798227.9935588837
0.0000122744 2565842491.5334334373
0.0000122885 2562890156.0325551033
0.0000123027 2559941217.5776691437
0.0000123169 2556995672.2600336075
0.0000123310 2554053516.1753997803
0.0000123453 2551114745.4240217209
0.0000123595 2548179356.1106295586
0.0000123737 2545247344.3444337845
0.0000123880 2542318706.2391381264
0.0000124022 2539393437.9128994942
0.0000124165 2536471535.4883451462
0.0000124308 2533552995.0925784111
0.0000124451 2530637812.8571414948
0.0000124595 2527725984.9180297852
0.0000124738 2524817507.4156985283
0.0000124882 2521912376.4950299263
0.0000125026 2519010588.3053421974
0.0000125170 2516112139.0003972054
0.0000125314 2513217024.7383704185
0.0000125458 2510325241.6818599701
0.0000125603 2507436785.9978747368
0.0000125748 2504551653.8578524590
0.0000125893 2501669841.4376163483
0.0000126038 2498791344.9173936844
0.0000126183 2495916160.4818186760
0.0000126328 2493044284.3199028969
0.0000126474 2490175712.6250419617
0.0000126619 2487310441.5950274467
0.0000126765 2484448467.4320096970
0.0000126911 2481589786.3425097466
0.0000127057 2478734394.5374259949
0.0000127204 2475882288.2320084572
0.0000127350 2473033463.6458539963
0.0000127497 2470187917.0029282570
0.0000127644 2467345644.5315256119
0.0000127791 2464506642.4642887115
0.0000127938 2461670907.0381846428
0.0000128086 2458838434.4945282936
0.0000128233 2456009221.0789446831
0.0000128381 2453183263.0413784981
0.0000128529 2450360556.6361026764
0.0000128677 2447541098.1216855049
0.0000128825 2444724883.7610049248
0.0000128973 2441911909.8212471008
0.0000129122 2439102172.5738806725
0.0000129271 2436295668.2946672440
0.0000129420 2433492393.2636656761
0.0000129569 2430692343.7652006149
0.0000129718 2427895516.0878729820
0.0000129867 2425101906.5245671272
0.0000130017 2422311511.3724203110
0.0000130167 2419524326.9328351021
0.0000130317 2416740349.5114636421
0.0000130467 2413959575.4182233810
0.0000130617 2411182000.9672651291
0.0000130768 2408407622.4769783020
0.0000130918 2405636436.2700037956
0.0000131069 2402868438.6732029915
0.0000131220 2400103626.0176563263
0.0000131371 2397341994.6386861801
0.0000131522 2394583540.8758134842
0.0000131674 2391828261.0727758408
0.0000131826 2389076151.5775270462
0.0000131978 2386327208.7422118187
0.0000132130 2383581428.9231700897
0.0000132282 2380838808.4809513092
0.0000132434 2378099343.7802762985
0.0000132587 2375363031.1900534630
0.0000132739 2372629867.0833659172
0.0000132892 2369899847.8374829292
0.0000133045 2367172969.8338265419
0.0000133199 2364449229.4579882622
0.0000133352 2361728623.0997247696
0.0000133506 2359011147.1529374123
0.0000133660 2356296798.0156779289
0.0000133814 2353585572.0901536942
0.0000133968 2350877465.7826972008
0.0000134122 2348172475.5037808418
0.0000134276 2345470597.6680140495
0.0000134431 2342771828.6941232681
0.0000134586 2340076165.0049576759
0.0000134741 2337383603.0274806023
0.0000134896 2334694139.1927771568
0.0000135052 2332007769.9360275269
0.0000135207 2329324491.6965103149
0.0000135363 2326644300.9176206589
0.0000135519 2323967194.0468263626
0.0000135675 2321293167.5356864929
